Index,ID,Name,URL,Star_count,OpenIssues_count,Fork_count,created_time,Pushed_time,Update_time,Duration(>180)
285,858127,pandas,https://github.com/pandas-dev/pandas,27661,3577,11554,2010-08-24T01:37:33Z,2020-12-17T01:25:18Z,2020-12-17T01:23:42Z,YES
286,71948498,localstack,https://github.com/localstack/localstack,27655,259,2153,2016-10-25T23:48:03Z,2020-12-16T22:52:59Z,2020-12-17T01:24:01Z,YES
289,26516210,certbot,https://github.com/certbot/certbot,27482,567,3021,2014-11-12T02:52:20Z,2020-12-16T23:35:06Z,2020-12-17T00:48:12Z,YES
291,15452919,go-ethereum,https://github.com/ethereum/go-ethereum,27433,268,10096,2013-12-26T13:05:46Z,2020-12-17T00:20:21Z,2020-12-17T00:20:43Z,YES
297,3774328,wrk,https://github.com/wg/wrk,27063,139,2260,2012-03-20T11:12:28Z,2020-12-01T15:18:24Z,2020-12-16T15:38:38Z,YES
303,698041,async,https://github.com/caolan/async,26872,7,2392,2010-06-01T21:01:30Z,2020-12-16T10:22:24Z,2020-12-16T21:14:24Z,YES
306,873328,sentry,https://github.com/getsentry/sentry,26790,334,3040,2010-08-30T22:06:41Z,2020-12-17T01:58:47Z,2020-12-17T01:50:37Z,YES
307,2562751,zxing,https://github.com/zxing/zxing,26780,8,8872,2011-10-12T14:07:27Z,2020-12-09T17:29:13Z,2020-12-17T00:30:58Z,YES
308,30969188,react-boilerplate,https://github.com/react-boilerplate/react-boilerplate,26729,59,5611,2015-02-18T14:36:32Z,2020-12-14T13:18:40Z,2020-12-17T01:48:34Z,YES
309,4578002,python-patterns,https://github.com/faif/python-patterns,26553,11,5539,2012-06-06T21:02:35Z,2020-10-14T21:02:45Z,2020-12-16T20:54:25Z,YES
312,18049133,slick,https://github.com/kenwheeler/slick,26325,1245,5493,2014-03-24T02:10:05Z,2020-12-15T01:54:51Z,2020-12-17T01:25:26Z,YES
314,41986369,tidb,https://github.com/pingcap/tidb,26224,1789,4089,2015-09-06T04:01:52Z,2020-12-16T17:59:32Z,2020-12-17T01:39:11Z,YES
316,203587744,hoppscotch,https://github.com/hoppscotch/hoppscotch,26111,26,1728,2019-08-21T13:15:24Z,2020-12-16T18:33:47Z,2020-12-17T01:29:43Z,YES
319,94498635,carbon,https://github.com/carbon-app/carbon,25974,22,1363,2017-06-16T02:50:28Z,2020-12-16T20:00:48Z,2020-12-17T01:19:17Z,YES
320,31629751,cypress,https://github.com/cypress-io/cypress,25947,1495,1532,2015-03-04T00:46:28Z,2020-12-17T01:53:30Z,2020-12-17T01:35:02Z,YES
321,47394776,lerna,https://github.com/lerna/lerna,25863,554,1659,2015-12-04T09:36:55Z,2020-12-16T13:37:28Z,2020-12-17T01:19:53Z,YES
325,76838017,iina,https://github.com/iina/iina,25677,997,1946,2016-12-19T07:18:45Z,2020-12-03T22:08:20Z,2020-12-17T01:28:57Z,YES
326,94367677,formik,https://github.com/formium/formik,25645,610,2052,2017-06-14T19:50:59Z,2020-12-16T00:27:00Z,2020-12-17T01:54:38Z,YES
327,3721224,swiper,https://github.com/nolimits4web/swiper,25643,177,9263,2012-03-14T19:11:45Z,2020-12-16T21:46:01Z,2020-12-16T16:59:15Z,YES
328,74175805,istio,https://github.com/istio/istio,25612,1068,4940,2016-11-18T23:57:21Z,2020-12-17T01:07:38Z,2020-12-17T01:59:29Z,YES
332,3577919,beego,https://github.com/beego/beego,25557,347,5049,2012-02-29T02:32:08Z,2020-12-16T15:29:15Z,2020-12-16T15:59:49Z,YES
333,34824499,leakcanary,https://github.com/square/leakcanary,25556,55,3702,2015-04-29T23:54:16Z,2020-12-16T22:42:11Z,2020-12-16T18:30:03Z,YES
334,8575137,butterknife,https://github.com/JakeWharton/butterknife,25544,113,4746,2013-03-05T08:18:59Z,2020-09-04T02:00:13Z,2020-12-16T10:02:51Z,YES
335,1064563,netty,https://github.com/netty/netty,25500,468,12351,2010-11-09T09:22:21Z,2020-12-16T22:05:53Z,2020-12-17T01:54:13Z,YES
336,38558578,nativefier,https://github.com/jiahaog/nativefier,25483,191,1573,2015-07-05T05:56:42Z,2020-12-07T21:52:27Z,2020-12-17T01:57:29Z,YES
337,39176269,vuex,https://github.com/vuejs/vuex,25377,51,8482,2015-07-16T04:21:26Z,2020-12-11T04:28:50Z,2020-12-17T01:42:43Z,YES
338,2579314,Faker,https://github.com/fzaninotto/Faker,25354,246,2949,2011-10-14T22:49:02Z,2020-12-14T18:05:26Z,2020-12-16T19:10:23Z,YES
341,27574418,nerd-fonts,https://github.com/ryanoasis/nerd-fonts,25240,169,1845,2014-12-05T04:31:17Z,2020-12-06T20:39:27Z,2020-12-17T01:29:28Z,YES
342,80276391,edex-ui,https://github.com/GitSquared/edex-ui,25204,18,1388,2017-01-28T09:35:02Z,2020-12-16T19:11:20Z,2020-12-17T01:04:24Z,YES
344,29261473,minio,https://github.com/minio/minio,25064,36,2702,2015-01-14T19:23:58Z,2020-12-17T01:29:42Z,2020-12-17T01:45:26Z,YES
345,17803236,rclone,https://github.com/rclone/rclone,25019,757,2155,2014-03-16T16:19:57Z,2020-12-16T15:22:22Z,2020-12-17T00:17:17Z,YES
347,1283503,request,https://github.com/request/request,24942,141,3023,2011-01-23T01:25:14Z,2020-12-13T16:33:33Z,2020-12-16T23:54:56Z,YES
348,17728164,terraform,https://github.com/hashicorp/terraform,24868,1335,6282,2014-03-13T22:25:48Z,2020-12-17T01:56:06Z,2020-12-16T23:28:35Z,YES
349,29891188,standard,https://github.com/standard/standard,24822,66,1942,2015-01-27T01:23:31Z,2020-12-08T23:53:15Z,2020-12-17T01:03:50Z,YES
350,53238813,brew,https://github.com/Homebrew/brew,24763,41,5667,2016-03-06T05:08:38Z,2020-12-17T01:52:22Z,2020-12-17T01:18:02Z,YES
351,3620194,select2,https://github.com/select2/select2,24758,42,6094,2012-03-04T18:43:12Z,2020-12-15T02:12:38Z,2020-12-16T08:50:57Z,YES
353,317757,Modernizr,https://github.com/Modernizr/Modernizr,24667,177,3041,2009-09-25T20:13:23Z,2020-12-16T19:03:59Z,2020-12-16T23:50:00Z,YES
356,25315643,nylas-mail,https://github.com/nylas/nylas-mail,24585,1027,1423,2014-10-16T18:29:12Z,2019-10-20T16:05:11Z,2020-12-16T19:13:11Z,YES
357,481366,gitflow,https://github.com/nvie/gitflow,24581,301,2541,2010-01-20T23:14:12Z,2019-11-13T18:06:35Z,2020-12-16T23:29:20Z,YES
359,13840241,devdocs,https://github.com/freeCodeCamp/devdocs,24474,137,1661,2013-10-24T18:16:07Z,2020-12-15T20:33:56Z,2020-12-17T01:37:00Z,YES
360,1864363,composer,https://github.com/composer/composer,24470,165,5981,2011-06-08T08:53:00Z,2020-12-15T19:40:02Z,2020-12-17T01:34:45Z,YES
361,8859474,jadx,https://github.com/skylot/jadx,24453,144,2978,2013-03-18T17:08:21Z,2020-12-16T16:12:13Z,2020-12-16T16:17:13Z,YES
362,24841635,date-fns,https://github.com/date-fns/date-fns,24442,318,1144,2014-10-06T10:24:22Z,2020-12-11T22:23:49Z,2020-12-17T01:00:35Z,YES
363,2329766,dotfiles,https://github.com/mathiasbynens/dotfiles,24422,183,8306,2011-09-05T18:07:54Z,2020-12-06T13:51:00Z,2020-12-16T19:34:41Z,YES
365,458058,symfony,https://github.com/symfony/symfony,24367,899,7930,2010-01-04T14:21:21Z,2020-12-16T22:05:50Z,2020-12-16T20:13:57Z,YES
366,160919119,fastapi,https://github.com/tiangolo/fastapi,24360,585,1663,2018-12-08T08:21:47Z,2020-12-16T08:54:32Z,2020-12-17T02:00:56Z,YES
367,6452529,rethinkdb,https://github.com/rethinkdb/rethinkdb,24307,1403,1803,2012-10-30T05:37:47Z,2020-10-21T12:52:18Z,2020-12-17T00:16:17Z,YES
368,25136308,fetch,https://github.com/github/fetch,24280,6,2746,2014-10-13T00:26:19Z,2020-12-15T10:53:38Z,2020-12-16T21:14:25Z,YES
369,130464961,bat,https://github.com/sharkdp/bat,24230,103,602,2018-04-21T10:52:23Z,2020-12-16T20:33:07Z,2020-12-17T01:47:06Z,YES
371,13233158,obs-studio,https://github.com/obsproject/obs-studio,24197,363,4434,2013-10-01T02:40:31Z,2020-12-17T00:27:05Z,2020-12-17T00:40:44Z,YES
378,162279822,Motrix,https://github.com/agalwood/Motrix,24050,292,3015,2018-12-18T11:45:05Z,2020-12-09T12:51:19Z,2020-12-17T01:14:08Z,YES
380,146633589,arthas,https://github.com/alibaba/arthas,24043,173,5251,2018-08-29T17:15:57Z,2020-12-16T15:08:14Z,2020-12-17T01:28:21Z,YES
381,36891867,angular-cli,https://github.com/angular/angular-cli,24026,392,10105,2015-06-04T19:49:37Z,2020-12-17T00:15:07Z,2020-12-17T02:00:22Z,YES
382,105919803,Detectron,https://github.com/facebookresearch/Detectron,23968,315,5275,2017-10-05T17:32:00Z,2020-08-20T17:17:26Z,2020-12-16T16:54:25Z,YES
383,2096579,marked,https://github.com/markedjs/marked,23936,50,2940,2011-07-24T13:15:51Z,2020-12-16T05:39:41Z,2020-12-17T01:37:06Z,YES
384,6988020,sheetjs,https://github.com/SheetJS/sheetjs,23870,425,6243,2012-12-03T19:25:52Z,2020-12-15T09:24:36Z,2020-12-17T00:39:30Z,YES
385,133251103,dive,https://github.com/wagoodman/dive,23758,69,880,2018-05-13T15:44:01Z,2020-12-12T16:22:19Z,2020-12-17T01:08:39Z,YES
386,13078968,postcss,https://github.com/postcss/postcss,23721,11,1296,2013-09-24T23:06:48Z,2020-12-16T21:49:44Z,2020-12-17T00:07:26Z,YES
387,32578467,Charts,https://github.com/danielgindi/Charts,23670,653,4724,2015-03-20T10:49:12Z,2020-12-15T21:33:36Z,2020-12-16T19:58:41Z,YES
390,32247847,rxjs,https://github.com/ReactiveX/rxjs,23587,370,2429,2015-03-15T06:17:10Z,2020-12-16T22:25:41Z,2020-12-16T22:10:29Z,YES
392,46273445,uppy,https://github.com/transloadit/uppy,23501,156,1454,2015-11-16T12:32:33Z,2020-12-16T19:32:36Z,2020-12-16T23:16:04Z,YES
393,49609581,PowerShell,https://github.com/PowerShell/PowerShell,23464,2926,3783,2016-01-13T23:41:35Z,2020-12-17T01:52:17Z,2020-12-17T01:35:43Z,YES
394,790359,sequelize,https://github.com/sequelize/sequelize,23357,1187,3614,2010-07-22T07:11:11Z,2020-12-16T05:40:09Z,2020-12-17T01:44:08Z,YES
395,4484451,vimrc,https://github.com/amix/vimrc,23352,20,6275,2012-05-29T16:19:29Z,2020-12-07T09:44:12Z,2020-12-16T21:25:08Z,YES
396,173228436,ghidra,https://github.com/NationalSecurityAgency/ghidra,23240,1066,3172,2019-03-01T03:27:48Z,2020-12-15T17:59:25Z,2020-12-16T22:54:06Z,YES
397,313419,SDWebImage,https://github.com/SDWebImage/SDWebImage,23223,36,5647,2009-09-21T17:39:19Z,2020-12-16T04:59:45Z,2020-12-16T20:57:06Z,YES
404,2541284,cheerio,https://github.com/cheeriojs/cheerio,23052,143,1422,2011-10-09T04:23:20Z,2020-12-16T06:43:31Z,2020-12-16T16:30:17Z,YES
405,5070389,EventBus,https://github.com/greenrobot/EventBus,23046,136,4553,2012-07-16T16:55:40Z,2020-03-04T03:28:27Z,2020-12-17T01:36:38Z,YES
406,13584262,webtorrent,https://github.com/webtorrent/webtorrent,23014,113,2250,2013-10-15T08:16:40Z,2020-12-14T18:28:46Z,2020-12-16T19:22:53Z,YES
407,30203935,metabase,https://github.com/metabase/metabase,22986,1915,3092,2015-02-02T19:25:47Z,2020-12-17T01:35:07Z,2020-12-16T21:57:03Z,YES
408,33263118,uBlock,https://github.com/gorhill/uBlock,22982,47,1866,2015-04-01T17:51:11Z,2020-12-16T12:57:21Z,2020-12-16T23:26:54Z,YES
410,53631945,ripgrep,https://github.com/BurntSushi/ripgrep,22950,84,1009,2016-03-11T02:02:33Z,2020-12-15T08:05:03Z,2020-12-17T00:27:31Z,YES
413,57222302,gym,https://github.com/openai/gym,22926,220,6528,2016-04-27T14:59:16Z,2020-12-15T05:24:48Z,2020-12-17T01:36:54Z,YES
414,32215970,mobx,https://github.com/mobxjs/mobx,22918,15,1466,2015-03-14T14:31:38Z,2020-12-16T17:31:40Z,2020-12-17T01:45:35Z,YES
416,31085130,lottie-web,https://github.com/airbnb/lottie-web,22795,608,2254,2015-02-20T21:02:59Z,2020-12-13T18:30:28Z,2020-12-17T01:50:12Z,YES
419,7548986,framework,https://github.com/laravel/framework,22784,11,7797,2013-01-10T21:27:28Z,2020-12-16T19:25:08Z,2020-12-16T19:10:24Z,YES
420,72495579,gitea,https://github.com/go-gitea/gitea,22774,1534,2727,2016-11-01T02:13:26Z,2020-12-17T01:43:40Z,2020-12-17T01:28:28Z,YES
422,90563585,cheat.sh,https://github.com/chubin/cheat.sh,22675,78,1130,2017-05-07T21:40:56Z,2020-12-14T20:36:52Z,2020-12-17T00:55:08Z,YES
423,60630844,monaco-editor,https://github.com/microsoft/monaco-editor,22648,437,2037,2016-06-07T16:56:31Z,2020-12-14T01:16:13Z,2020-12-16T21:27:00Z,YES
425,2293158,metasploit-framework,https://github.com/rapid7/metasploit-framework,22544,625,10758,2011-08-30T06:13:20Z,2020-12-17T00:25:46Z,2020-12-17T00:53:47Z,YES
427,52281283,mastodon,https://github.com/tootsuite/mastodon,22474,1806,3824,2016-02-22T15:01:25Z,2020-12-16T20:50:00Z,2020-12-17T00:28:43Z,YES
428,23405758,leveldb,https://github.com/google/leveldb,22463,181,5227,2014-08-27T21:17:52Z,2020-12-16T17:13:00Z,2020-12-17T02:01:19Z,YES
430,119811010,tabler,https://github.com/tabler/tabler,22436,35,2461,2018-02-01T09:08:59Z,2020-12-17T00:16:49Z,2020-12-17T00:16:53Z,YES
431,1028340,ace,https://github.com/ajaxorg/ace,22403,774,4856,2010-10-27T10:43:36Z,2020-12-06T03:57:39Z,2020-12-16T23:27:15Z,YES
432,6731432,shellcheck,https://github.com/koalaman/shellcheck,22400,618,1148,2012-11-17T03:15:11Z,2020-12-13T04:29:07Z,2020-12-16T23:32:03Z,YES
433,11171548,json,https://github.com/nlohmann/json,22394,26,3879,2013-07-04T08:47:49Z,2020-12-16T20:52:28Z,2020-12-17T01:10:07Z,YES
437,2056312,html2canvas,https://github.com/niklasvh/html2canvas,22271,771,3810,2011-07-16T01:05:58Z,2020-11-23T16:57:44Z,2020-12-17T01:16:35Z,YES
439,4037197,YouCompleteMe,https://github.com/ycm-core/YouCompleteMe,22269,32,2577,2012-04-16T03:12:14Z,2020-12-16T11:24:30Z,2020-12-16T22:26:40Z,YES
440,16607898,drone,https://github.com/drone/drone,22243,61,2176,2014-02-07T07:54:44Z,2020-12-12T05:43:49Z,2020-12-17T01:30:37Z,YES
441,52773157,typeorm,https://github.com/typeorm/typeorm,22228,1553,3767,2016-02-29T07:41:14Z,2020-12-16T03:15:17Z,2020-12-17T01:21:01Z,YES
442,40997482,vim,https://github.com/vim/vim,22197,1055,3238,2015-08-18T21:03:56Z,2020-12-16T22:31:22Z,2020-12-16T23:50:57Z,YES
443,1631024,chosen,https://github.com/harvesthq/chosen,22164,295,4222,2011-04-18T15:07:41Z,2020-01-17T12:04:31Z,2020-12-16T19:35:25Z,YES
447,28751632,linux-insides,https://github.com/0xAX/linux-insides,22084,42,2506,2015-01-03T18:44:57Z,2020-11-29T13:00:11Z,2020-12-17T00:52:46Z,YES
448,13855476,gorm,https://github.com/go-gorm/gorm,22041,11,2508,2013-10-25T08:31:38Z,2020-12-16T11:36:10Z,2020-12-17T00:55:52Z,YES
449,63484632,fastText,https://github.com/facebookresearch/fastText,22023,430,4270,2016-07-16T13:38:42Z,2020-10-31T15:50:36Z,2020-12-17T00:43:05Z,YES
450,995750,Vundle.vim,https://github.com/VundleVim/Vundle.vim,21937,203,2458,2010-10-17T23:17:53Z,2020-09-19T21:31:43Z,2020-12-16T21:03:12Z,YES
451,11276147,cmder,https://github.com/cmderdev/cmder,21936,13,1773,2013-07-09T07:44:22Z,2020-12-16T09:58:52Z,2020-12-17T01:59:26Z,YES
452,3602123,hammer.js,https://github.com/hammerjs/hammer.js,21929,302,2626,2012-03-02T12:58:28Z,2020-09-21T10:55:54Z,2020-12-16T09:19:27Z,YES
453,18044526,streisand,https://github.com/StreisandEffect/streisand,21921,229,1910,2014-03-23T21:56:19Z,2020-12-11T00:13:15Z,2020-12-17T00:39:25Z,YES
455,597879,mongoose,https://github.com/Automattic/mongoose,21897,329,2957,2010-04-06T21:39:05Z,2020-12-15T20:16:08Z,2020-12-16T19:31:05Z,YES
456,59652928,ngx-admin,https://github.com/akveo/ngx-admin,21868,392,6964,2016-05-25T10:09:03Z,2020-12-11T14:16:32Z,2020-12-16T22:46:45Z,YES
457,157616880,iptv,https://github.com/iptv-org/iptv,21841,99,266,2018-11-14T22:00:57Z,2020-12-17T01:47:35Z,2020-12-17T01:47:37Z,YES
460,99761907,react-beautiful-dnd,https://github.com/atlassian/react-beautiful-dnd,21748,369,1539,2017-08-09T03:37:15Z,2020-12-11T06:28:21Z,2020-12-16T22:17:57Z,YES
461,1254497,CodeMirror,https://github.com/codemirror/CodeMirror,21742,400,4498,2011-01-14T13:44:03Z,2020-12-15T07:30:46Z,2020-12-16T21:42:47Z,YES
462,3757512,sails,https://github.com/balderdashy/sails,21738,453,1894,2012-03-18T19:46:15Z,2020-12-03T01:19:20Z,2020-12-16T11:14:32Z,YES
463,5625464,pyenv,https://github.com/pyenv/pyenv,21698,289,1894,2012-08-31T06:57:52Z,2020-12-16T16:32:59Z,2020-12-17T02:02:09Z,YES
464,1801829,ember.js,https://github.com/emberjs/ember.js,21678,374,4220,2011-05-25T23:39:40Z,2020-12-16T19:44:58Z,2020-12-16T21:13:32Z,YES
465,958314,nodemon,https://github.com/remy/nodemon,21653,23,1405,2010-10-03T12:50:52Z,2020-11-24T19:27:24Z,2020-12-17T00:33:27Z,YES
466,1116542,aria2,https://github.com/aria2/aria2,21621,784,2597,2010-11-27T09:41:48Z,2020-11-24T12:03:07Z,2020-12-17T01:47:31Z,YES
467,12732573,vim-plug,https://github.com/junegunn/vim-plug,21576,58,1253,2013-09-10T14:58:51Z,2020-12-14T05:30:45Z,2020-12-17T01:26:00Z,YES
468,24976755,HanLP,https://github.com/hankcs/HanLP,21559,17,5835,2014-10-09T06:36:16Z,2020-12-16T17:31:39Z,2020-12-17T01:44:50Z,YES
470,5532320,polymer,https://github.com/Polymer/polymer,21513,276,2033,2012-08-23T20:56:30Z,2020-11-19T18:05:06Z,2020-12-17T01:50:39Z,YES
472,15308499,sortablejs,https://github.com/SortableJS/sortablejs,21501,313,3158,2013-12-19T10:10:13Z,2020-12-13T05:45:23Z,2020-12-16T15:30:03Z,YES
474,74627617,openpilot,https://github.com/commaai/openpilot,21462,129,4481,2016-11-24T01:33:30Z,2020-12-17T01:51:40Z,2020-12-17T01:57:32Z,YES
475,15045751,compose,https://github.com/docker/compose,21396,462,3521,2013-12-09T11:40:58Z,2020-12-17T00:45:09Z,2020-12-16T21:12:32Z,YES
476,53370988,lighthouse,https://github.com/GoogleChrome/lighthouse,21331,507,7467,2016-03-08T01:03:11Z,2020-12-17T01:35:30Z,2020-12-16T21:48:50Z,YES
477,79510167,pipenv,https://github.com/pypa/pipenv,21331,471,1570,2017-01-20T00:44:02Z,2020-12-16T21:44:36Z,2020-12-16T20:24:46Z,YES
478,308770,devise,https://github.com/heartcombo/devise,21314,116,5135,2009-09-16T12:15:12Z,2020-12-08T18:38:57Z,2020-12-17T00:43:00Z,YES
479,9603240,pure,https://github.com/pure-css/pure,21291,3,2259,2013-04-22T16:16:39Z,2020-12-14T17:20:27Z,2020-12-16T22:17:26Z,YES
480,2810455,the_silver_searcher,https://github.com/ggreer/the_silver_searcher,21279,473,1242,2011-11-19T19:50:47Z,2020-12-17T01:09:08Z,2020-12-17T01:09:13Z,YES
482,24635156,sweetalert,https://github.com/t4t5/sweetalert,21259,153,2886,2014-09-30T11:12:48Z,2020-12-06T17:57:09Z,2020-12-16T21:13:55Z,YES
483,571770,pandoc,https://github.com/jgm/pandoc,21231,747,2559,2010-03-20T20:34:23Z,2020-12-16T23:39:40Z,2020-12-16T23:39:48Z,YES
485,21125024,husky,https://github.com/typicode/husky,21204,177,737,2014-06-23T12:14:21Z,2020-12-17T01:18:58Z,2020-12-17T01:57:11Z,YES
486,481872,vagrant,https://github.com/hashicorp/vagrant,21145,476,4027,2010-01-21T08:34:27Z,2020-12-16T23:35:48Z,2020-12-16T20:58:20Z,YES
487,47071941,redux-saga,https://github.com/redux-saga/redux-saga,21138,213,1892,2015-11-29T16:58:12Z,2020-12-11T20:13:29Z,2020-12-16T21:14:27Z,YES
488,25880891,flow,https://github.com/facebook/flow,21086,2545,1793,2014-10-28T17:17:45Z,2020-12-17T01:07:26Z,2020-12-16T22:51:54Z,YES
492,67508428,drawio,https://github.com/jgraph/drawio,20953,540,4267,2016-09-06T12:59:15Z,2020-12-16T13:01:31Z,2020-12-17T01:58:45Z,YES
493,519832,mitmproxy,https://github.com/mitmproxy/mitmproxy,20948,296,2690,2010-02-16T04:10:13Z,2020-12-15T22:52:28Z,2020-12-16T23:49:34Z,YES
495,7212645,spacemacs,https://github.com/syl20bnr/spacemacs,20913,751,4887,2012-12-17T21:34:03Z,2020-12-16T19:28:58Z,2020-12-16T23:51:00Z,YES
497,14125254,consul,https://github.com/hashicorp/consul,20811,824,3568,2013-11-04T22:15:27Z,2020-12-17T00:29:25Z,2020-12-16T20:47:21Z,YES
498,19620844,octotree,https://github.com/ovity/octotree,20810,23,1757,2014-05-09T18:15:20Z,2020-12-10T04:26:25Z,2020-12-16T21:13:52Z,YES
499,70198664,lottie-ios,https://github.com/airbnb/lottie-ios,20806,217,2978,2016-10-06T22:38:38Z,2020-12-10T20:35:25Z,2020-12-16T20:19:52Z,YES
502,6766558,Hystrix,https://github.com/Netflix/Hystrix,20775,382,4252,2012-11-19T20:14:46Z,2020-11-02T23:53:36Z,2020-12-17T01:31:19Z,YES
504,402046,jsPDF,https://github.com/MrRio/jsPDF,20757,96,3849,2009-12-06T14:56:32Z,2020-12-16T12:17:06Z,2020-12-17T01:58:31Z,YES
505,168008797,calculator,https://github.com/microsoft/calculator,20753,169,3664,2019-01-28T17:55:49Z,2020-12-16T22:46:38Z,2020-12-16T22:46:46Z,YES
506,49016322,components,https://github.com/angular/components,20735,2170,5555,2016-01-04T18:50:02Z,2020-12-17T01:58:12Z,2020-12-17T02:01:41Z,YES
508,94911145,docusaurus,https://github.com/facebook/docusaurus,20668,190,2461,2017-06-20T16:13:53Z,2020-12-16T15:44:49Z,2020-12-17T01:12:16Z,YES
509,45431898,react-virtualized,https://github.com/bvaughn/react-virtualized,20601,376,2535,2015-11-03T00:48:07Z,2020-12-11T04:42:39Z,2020-12-17T00:05:31Z,YES
510,1580851,PhotoSwipe,https://github.com/dimsemenov/PhotoSwipe,20594,597,3106,2011-04-07T05:46:29Z,2020-12-14T11:27:44Z,2020-12-17T01:40:01Z,YES
511,401025,hub,https://github.com/github/hub,20593,244,2153,2009-12-05T22:15:25Z,2020-12-01T19:10:44Z,2020-12-16T21:40:14Z,YES
512,212613049,cli,https://github.com/cli/cli,20540,313,1691,2019-10-03T15:24:53Z,2020-12-17T00:28:55Z,2020-12-17T00:43:29Z,YES
514,18840003,react-starter-kit,https://github.com/kriasoft/react-starter-kit,20500,508,4022,2014-04-16T13:08:18Z,2020-12-14T02:36:29Z,2020-12-17T01:31:18Z,YES
516,17620347,aspnetcore,https://github.com/dotnet/aspnetcore,20381,2429,5796,2014-03-11T06:09:42Z,2020-12-17T01:45:03Z,2020-12-17T01:45:08Z,YES
517,38934449,react-redux,https://github.com/reduxjs/react-redux,20364,31,2937,2015-07-11T17:32:01Z,2020-12-12T17:12:25Z,2020-12-16T23:27:47Z,YES
518,48610662,acme.sh,https://github.com/acmesh-official/acme.sh,20359,741,2763,2015-12-26T12:56:33Z,2020-12-16T14:50:29Z,2020-12-17T01:20:34Z,YES
519,16587283,xgboost,https://github.com/dmlc/xgboost,20286,237,7844,2014-02-06T17:28:03Z,2020-12-17T01:03:53Z,2020-12-17T00:53:55Z,YES
520,97249406,wtfjs,https://github.com/denysdovhan/wtfjs,20284,52,1313,2017-07-14T15:42:12Z,2020-12-15T11:26:04Z,2020-12-17T01:53:34Z,YES
523,33895378,dragula,https://github.com/bevacqua/dragula,20243,133,1846,2015-04-13T21:35:38Z,2020-12-01T23:27:37Z,2020-12-17T00:47:12Z,YES
524,135786093,react,https://github.com/typescript-cheatsheets/react,20243,11,1404,2018-06-02T04:08:16Z,2020-12-08T20:31:12Z,2020-12-17T01:20:44Z,YES
527,10567197,dokku,https://github.com/dokku/dokku,20202,45,1598,2013-06-08T10:26:57Z,2020-12-16T22:09:46Z,2020-12-17T01:08:42Z,YES
528,20965586,SwiftyJSON,https://github.com/SwiftyJSON/SwiftyJSON,20169,121,3192,2014-06-18T14:41:15Z,2020-11-04T13:21:19Z,2020-12-17T02:01:50Z,YES
531,13124802,influxdb,https://github.com/influxdata/influxdb,20116,1288,2837,2013-09-26T14:31:10Z,2020-12-17T01:28:15Z,2020-12-17T01:29:08Z,YES
532,102973646,fastai,https://github.com/fastai/fastai,20102,54,6867,2017-09-09T17:43:36Z,2020-12-16T19:42:26Z,2020-12-16T23:45:32Z,YES
534,1451352,mocha,https://github.com/mochajs/mocha,20070,327,2768,2011-03-07T18:44:25Z,2020-12-10T17:57:27Z,2020-12-16T23:50:09Z,YES
537,1357796,emscripten,https://github.com/emscripten-core/emscripten,20009,991,2463,2011-02-12T05:23:30Z,2020-12-17T01:47:16Z,2020-12-17T02:00:17Z,YES
538,10851820,ramda,https://github.com/ramda/ramda,19999,310,1277,2013-06-21T20:32:35Z,2020-12-15T20:16:18Z,2020-12-16T20:14:41Z,YES
540,5405654,learnGitBranching,https://github.com/pcottle/learnGitBranching,19992,35,4684,2012-08-13T22:36:09Z,2020-12-11T16:39:50Z,2020-12-17T01:55:53Z,YES
541,19745004,odoo,https://github.com/odoo/odoo,19979,3574,13448,2014-05-13T15:38:58Z,2020-12-16T23:13:15Z,2020-12-17T01:56:33Z,YES
542,169677297,v,https://github.com/vlang/v,19966,749,1218,2019-02-08T02:57:06Z,2020-12-16T19:40:58Z,2020-12-17T01:24:32Z,YES
544,3606624,ReactiveCocoa,https://github.com/ReactiveCocoa/ReactiveCocoa,19920,53,3551,2012-03-02T22:11:24Z,2020-12-05T12:31:52Z,2020-12-16T21:13:34Z,YES
548,56353740,minikube,https://github.com/kubernetes/minikube,19861,439,3274,2016-04-15T22:38:35Z,2020-12-17T00:22:10Z,2020-12-16T19:47:19Z,YES
549,18275356,pop,https://github.com/facebookarchive/pop,19855,59,2923,2014-03-30T22:29:12Z,2020-01-02T19:13:40Z,2020-12-16T21:13:50Z,YES
552,67709808,react-native-elements,https://github.com/react-native-elements/react-native-elements,19800,25,4015,2016-09-08T14:21:41Z,2020-12-17T01:57:51Z,2020-12-17T01:26:00Z,YES
553,49910095,vapor,https://github.com/vapor/vapor,19785,76,1202,2016-01-18T22:37:52Z,2020-12-15T17:08:16Z,2020-12-17T01:11:36Z,YES
554,734934,pug,https://github.com/pugjs/pug,19775,251,1918,2010-06-23T01:05:42Z,2020-12-07T19:24:02Z,2020-12-16T22:20:57Z,YES
555,36836475,tmux,https://github.com/tmux/tmux,19775,13,1362,2015-06-03T23:32:55Z,2020-12-15T10:04:18Z,2020-12-17T01:15:22Z,YES
556,35658863,gentelella,https://github.com/ColorlibHQ/gentelella,19769,42,6633,2015-05-15T06:57:27Z,2020-10-27T01:16:29Z,2020-12-17T01:52:51Z,YES
557,58842707,algo,https://github.com/trailofbits/algo,19752,77,1700,2016-05-15T03:42:48Z,2020-12-12T15:37:36Z,2020-12-17T01:45:41Z,YES
